Candidate_Name,Candidate_Skills,Candidate_Exp_Level,Rank,Job_Title,Company,Location,Required_Skills,Job_Exp_Level,Salary,Industry,Skill_Similarity,Final_Score
Jennifer Marsh,"lead generation, content strategy, social media, market research, sem",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.3515,0.3137
Jennifer Marsh,"lead generation, content strategy, social media, market research, sem",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.3515,0.3137
Jennifer Marsh,"lead generation, content strategy, social media, market research, sem",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.3515,0.3137
Kimberly Bates,"market research, crm, content strategy, campaign management, social media",Mid Level,1,Health service manager,"Tucker, Simon and Walton",San Francisco,"social media, market research",Mid Level,87000.0,Marketing,0.3512,0.3135
Kimberly Bates,"market research, crm, content strategy, campaign management, social media",Mid Level,2,Site engineer,Hayes-Black,Toronto,"market research, social media",Mid Level,55000.0,Marketing,0.3512,0.3135
Kimberly Bates,"market research, crm, content strategy, campaign management, social media",Mid Level,3,Public relations officer,Mccann Group,London,"market research, social media",Mid Level,51000.0,Marketing,0.3512,0.3135
Tara Gonzalez,"market research, social media, sem, google analytics, campaign management",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.3558,0.3174
Tara Gonzalez,"market research, social media, sem, google analytics, campaign management",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.3558,0.3174
Tara Gonzalez,"market research, social media, sem, google analytics, campaign management",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.3558,0.3174
Tricia Mckenzie,"market research, branding, sem, social media, seo",Mid Level,1,Environmental education officer,Young Ltd,Berlin,"social media, seo, market research",Mid Level,60000.0,Marketing,0.4915,0.4328
Tricia Mckenzie,"market research, branding, sem, social media, seo",Mid Level,2,"Engineer, electrical",Bailey LLC,London,"market research, social media, seo",Mid Level,137000.0,Marketing,0.4915,0.4328
Tricia Mckenzie,"market research, branding, sem, social media, seo",Mid Level,3,Fish farm manager,Porter Inc,Bangalore,"market research, social media, seo",Mid Level,110000.0,Marketing,0.4915,0.4328
Heather Peters,"sem, market research, branding, campaign management, content strategy",Senior Level,1,Patent examiner,"Sullivan, Wilson and Barker",London,market research,Senior Level,61000.0,Marketing,0.225,0.2063
Heather Peters,"sem, market research, branding, campaign management, content strategy",Senior Level,2,Human resources officer,Ryan-Carter,Berlin,market research,Senior Level,113000.0,Marketing,0.225,0.2063
Heather Peters,"sem, market research, branding, campaign management, content strategy",Senior Level,3,Psychiatrist,Wallace-Gill,Toronto,market research,Senior Level,111000.0,Marketing,0.225,0.2063
Melinda Knight,"google analytics, seo, social media, sem, lead generation",Entry Level,1,Public relations account executive,"Parks, Wilson and Wang",Sydney,"social media, seo",Entry Level,58000.0,Marketing,0.3518,0.314
Melinda Knight,"google analytics, seo, social media, sem, lead generation",Entry Level,2,Race relations officer,Sutton Group,Berlin,"seo, social media",Entry Level,137000.0,Marketing,0.3518,0.314
Melinda Knight,"google analytics, seo, social media, sem, lead generation",Entry Level,3,TEFL teacher,Ortega Ltd,Sydney,"social media, seo",Entry Level,70000.0,Marketing,0.3518,0.314
William Medina,"lead generation, branding, sem, campaign management, seo",Senior Level,1,Economist,Molina PLC,San Francisco,seo,Senior Level,114000.0,Marketing,0.2233,0.2048
William Medina,"lead generation, branding, sem, campaign management, seo",Senior Level,2,Ambulance person,Rivera and Sons,Toronto,seo,Senior Level,84000.0,Marketing,0.2233,0.2048
William Medina,"lead generation, branding, sem, campaign management, seo",Senior Level,3,Call centre manager,Garcia-Johnson,New York,seo,Senior Level,109000.0,Marketing,0.2233,0.2048
Pamela Adams,"market research, social media, sem, campaign management, branding",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.3547,0.3165
Pamela Adams,"market research, social media, sem, campaign management, branding",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.3547,0.3165
Pamela Adams,"market research, social media, sem, campaign management, branding",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.3547,0.3165
Felicia Clements,"campaign management, social media, branding, google analytics, crm",Entry Level,1,Operational researcher,Thomas-Holland,Bangalore,social media,Entry Level,100000.0,Marketing,0.2251,0.2063
Felicia Clements,"campaign management, social media, branding, google analytics, crm",Entry Level,2,"Production assistant, radio",Roberts LLC,Berlin,social media,Entry Level,52000.0,Marketing,0.2251,0.2063
Felicia Clements,"campaign management, social media, branding, google analytics, crm",Entry Level,3,"Surveyor, building control","Brown, Lester and Harris",New York,social media,Entry Level,76000.0,Marketing,0.2251,0.2063
Karen Soto,"sem, crm, google analytics, market research, campaign management",Mid Level,1,"Development worker, community","Wright, Cooper and Jenkins",London,market research,Mid Level,88000.0,Marketing,0.2249,0.2062
Karen Soto,"sem, crm, google analytics, market research, campaign management",Mid Level,2,Retail banker,Carroll-Luna,New York,market research,Mid Level,128000.0,Marketing,0.2249,0.2062
Karen Soto,"sem, crm, google analytics, market research, campaign management",Mid Level,3,"Civil engineer, contracting",Lynn LLC,Toronto,market research,Mid Level,123000.0,Marketing,0.2249,0.2062
Andrew Parker,"google analytics, market research, lead generation, crm, campaign management",Entry Level,1,Insurance account manager,Wilson Inc,Toronto,market research,Entry Level,124000.0,Marketing,0.224,0.2054
Andrew Parker,"google analytics, market research, lead generation, crm, campaign management",Entry Level,2,Press photographer,"Perry, Thomas and Ford",London,market research,Entry Level,88000.0,Marketing,0.224,0.2054
Andrew Parker,"google analytics, market research, lead generation, crm, campaign management",Entry Level,3,Colour technologist,Lamb and Sons,Sydney,market research,Entry Level,87000.0,Marketing,0.224,0.2054
Justin Anderson,"branding, crm, google analytics, campaign management, content strategy",Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Justin Anderson,"branding, crm, google analytics, campaign management, content strategy",Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Justin Anderson,"branding, crm, google analytics, campaign management, content strategy",Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Angel Michael,"lead generatio, market research, social media, crm, content strategy",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.3086,0.2773
Angel Michael,"lead generatio, market research, social media, crm, content strategy",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.3086,0.2773
Angel Michael,"lead generatio, market research, social media, crm, content strategy",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.3086,0.2773
Kimberly Wells,"crm, lead generation, social media, seo, market research",Senior Level,1,Equities trader,Powell Ltd,London,"seo, market research, social media",Senior Level,105000.0,Marketing,0.4852,0.4275
Kimberly Wells,"crm, lead generation, social media, seo, market research",Senior Level,2,Materials engineer,Lynn Inc,Berlin,"social media, seo, market research",Senior Level,52000.0,Marketing,0.4852,0.4275
Kimberly Wells,"crm, lead generation, social media, seo, market research",Senior Level,3,Futures trader,"Solomon, Henderson and Thompson",Bangalore,"market research, social media, seo",Senior Level,141000.0,Marketing,0.4852,0.4275
Yolanda Andrews,"lead generation, google analytics, sem, social media, seo",Mid Level,1,Clinical psychologist,Anderson-Hayes,Toronto,"seo, social media",Mid Level,132000.0,Marketing,0.3518,0.314
Yolanda Andrews,"lead generation, google analytics, sem, social media, seo",Mid Level,2,"Scientist, physiological","Patel, Shields and Mitchell",Berlin,"seo, social media",Mid Level,53000.0,Marketing,0.3518,0.314
Yolanda Andrews,"lead generation, google analytics, sem, social media, seo",Mid Level,3,"Production assistant, television",Espinoza Inc,New York,"seo, social media",Mid Level,59000.0,Marketing,0.3518,0.314
Jerry Brown,"branding, sem, social media, crm, content strategy",Entry Level,1,Operational researcher,Thomas-Holland,Bangalore,social media,Entry Level,100000.0,Marketing,0.2238,0.2052
Jerry Brown,"branding, sem, social media, crm, content strategy",Entry Level,2,"Production assistant, radio",Roberts LLC,Berlin,social media,Entry Level,52000.0,Marketing,0.2238,0.2052
Jerry Brown,"branding, sem, social media, crm, content strategy",Entry Level,3,"Surveyor, building control","Brown, Lester and Harris",New York,social media,Entry Level,76000.0,Marketing,0.2238,0.2052
Nicole Haley,"campaign management, market research, crm, lead generation, google analytics",Senior Level,1,Patent examiner,"Sullivan, Wilson and Barker",London,market research,Senior Level,61000.0,Marketing,0.224,0.2054
Nicole Haley,"campaign management, market research, crm, lead generation, google analytics",Senior Level,2,Human resources officer,Ryan-Carter,Berlin,market research,Senior Level,113000.0,Marketing,0.224,0.2054
Nicole Haley,"campaign management, market research, crm, lead generation, google analytics",Senior Level,3,Psychiatrist,Wallace-Gill,Toronto,market research,Senior Level,111000.0,Marketing,0.224,0.2054
Linda Rogers,"campaign management, crm, google analytics, social media, sem",Entry Level,1,Operational researcher,Thomas-Holland,Bangalore,social media,Entry Level,100000.0,Marketing,0.2257,0.2069
Linda Rogers,"campaign management, crm, google analytics, social media, sem",Entry Level,2,"Production assistant, radio",Roberts LLC,Berlin,social media,Entry Level,52000.0,Marketing,0.2257,0.2069
Linda Rogers,"campaign management, crm, google analytics, social media, sem",Entry Level,3,"Surveyor, building control","Brown, Lester and Harris",New York,social media,Entry Level,76000.0,Marketing,0.2257,0.2069
Glenn Miller,"seo, campaign management, content strategy, social media, crm",Mid Level,1,Clinical psychologist,Anderson-Hayes,Toronto,"seo, social media",Mid Level,132000.0,Marketing,0.35,0.3125
Glenn Miller,"seo, campaign management, content strategy, social media, crm",Mid Level,2,"Scientist, physiological","Patel, Shields and Mitchell",Berlin,"seo, social media",Mid Level,53000.0,Marketing,0.35,0.3125
Glenn Miller,"seo, campaign management, content strategy, social media, crm",Mid Level,3,"Production assistant, television",Espinoza Inc,New York,"seo, social media",Mid Level,59000.0,Marketing,0.35,0.3125
Joshua Bishop,"social media, sem, market research, lead generation, google analytics",Entry Level,1,Equality and diversity officer,"Miller, Miller and Griffith",Bangalore,"market research, social media",Entry Level,105000.0,Marketing,0.353,0.3151
Joshua Bishop,"social media, sem, market research, lead generation, google analytics",Entry Level,2,"Psychologist, sport and exercise",Anderson Ltd,Berlin,"market research, social media",Entry Level,148000.0,Marketing,0.353,0.3151
Joshua Bishop,"social media, sem, market research, lead generation, google analytics",Entry Level,3,Information systems manager,Taylor PLC,Sydney,"market research, social media",Entry Level,43000.0,Marketing,0.353,0.3151
Michael Reynolds,"content strategy, google analytics, seo, market research, branding",Senior Level,1,Chartered accountant,Chang-Goodwin,London,"market research, seo",Senior Level,85000.0,Marketing,0.35,0.3125
Michael Reynolds,"content strategy, google analytics, seo, market research, branding",Senior Level,2,"Pharmacist, hospital",Brown and Sons,San Francisco,"market research, seo",Senior Level,137000.0,Marketing,0.35,0.3125
Michael Reynolds,"content strategy, google analytics, seo, market research, branding",Senior Level,3,"Editor, commissioning",Clark Inc,Sydney,"market research, seo",Senior Level,82000.0,Marketing,0.35,0.3125
William Henderson,"lead generation, crm, sem, branding, seo",Entry Level,1,Data processing manager,Warner LLC,London,seo,Entry Level,140000.0,Marketing,0.2213,0.2031
William Henderson,"lead generation, crm, sem, branding, seo",Entry Level,2,Sales promotion account executive,Schwartz-Marquez,Sydney,seo,Entry Level,100000.0,Marketing,0.2213,0.2031
William Henderson,"lead generation, crm, sem, branding, seo",Entry Level,3,Press sub,Cooper-Graham,Sydney,seo,Entry Level,87000.0,Marketing,0.2213,0.2031
Troy Liu,"market research, lead generation, branding, social media, seo",Senior Level,1,Equities trader,Powell Ltd,London,"seo, market research, social media",Senior Level,105000.0,Marketing,0.4883,0.43
Troy Liu,"market research, lead generation, branding, social media, seo",Senior Level,2,Materials engineer,Lynn Inc,Berlin,"social media, seo, market research",Senior Level,52000.0,Marketing,0.4883,0.43
Troy Liu,"market research, lead generation, branding, social media, seo",Senior Level,3,Futures trader,"Solomon, Henderson and Thompson",Bangalore,"market research, social media, seo",Senior Level,141000.0,Marketing,0.4883,0.43
Eric Fox,"seo, lead generation, sem, google analytics, content strategy",Entry Level,1,Data processing manager,Warner LLC,London,seo,Entry Level,140000.0,Marketing,0.2225,0.2041
Eric Fox,"seo, lead generation, sem, google analytics, content strategy",Entry Level,2,Sales promotion account executive,Schwartz-Marquez,Sydney,seo,Entry Level,100000.0,Marketing,0.2225,0.2041
Eric Fox,"seo, lead generation, sem, google analytics, content strategy",Entry Level,3,Press sub,Cooper-Graham,Sydney,seo,Entry Level,87000.0,Marketing,0.2225,0.2041
Brandon Brooks,"lead generation, branding, social media, crm, google analytics",Entry Level,1,Operational researcher,Thomas-Holland,Bangalore,social media,Entry Level,100000.0,Marketing,0.2237,0.2051
Brandon Brooks,"lead generation, branding, social media, crm, google analytics",Entry Level,2,"Production assistant, radio",Roberts LLC,Berlin,social media,Entry Level,52000.0,Marketing,0.2237,0.2051
Brandon Brooks,"lead generation, branding, social media, crm, google analytics",Entry Level,3,"Surveyor, building control","Brown, Lester and Harris",New York,social media,Entry Level,76000.0,Marketing,0.2237,0.2051
Stephanie Spencer,"content strategy, market research, branding, seo, google analytics",Senior Level,1,Chartered accountant,Chang-Goodwin,London,"market research, seo",Senior Level,85000.0,Marketing,0.35,0.3125
